obcina,regija,leto,stevilo.studentk,stopnja.razlike
AJDOVŠČINA,Goriška,2012,135,5.4
AJDOVŠČINA,Goriška,2013,149,4.3
AJDOVŠČINA,Goriška,2014,144,5.7
AJDOVŠČINA,Goriška,2015,148,6.1
AJDOVŠČINA,Goriška,2016,152,4.7
AJDOVŠČINA,Goriška,2017,152,5.7
AJDOVŠČINA,Goriška,2018,168,7.2
AJDOVŠČINA,Goriška,2019,165,6.6
AJDOVŠČINA,Goriška,2020,162,2.8
ANKARAN,Obalno-kraška,2012,NA,NA
ANKARAN,Obalno-kraška,2013,NA,NA
ANKARAN,Obalno-kraška,2014,100,NA
ANKARAN,Obalno-kraška,2015,136,9.8
ANKARAN,Obalno-kraška,2016,154,9.3
ANKARAN,Obalno-kraška,2017,140,8.2
ANKARAN,Obalno-kraška,2018,161,8.6
ANKARAN,Obalno-kraška,2019,164,6.5
ANKARAN,Obalno-kraška,2020,181,7.8
APAČE,Pomurska,2012,185,1.9
APAČE,Pomurska,2013,175,4.9
APAČE,Pomurska,2014,167,7.0
APAČE,Pomurska,2015,183,7.0
APAČE,Pomurska,2016,154,9.9
APAČE,Pomurska,2017,157,8.8
APAČE,Pomurska,2018,122,10.3
APAČE,Pomurska,2019,126,13.2
APAČE,Pomurska,2020,173,7.3
BELTINCI,Pomurska,2012,134,0.9
BELTINCI,Pomurska,2013,132,3.6
BELTINCI,Pomurska,2014,158,2.5
BELTINCI,Pomurska,2015,178,2.1
BELTINCI,Pomurska,2016,165,5.9
BELTINCI,Pomurska,2017,165,8.0
BELTINCI,Pomurska,2018,179,9.6
BELTINCI,Pomurska,2019,161,8.9
BELTINCI,Pomurska,2020,148,4.6
BENEDIKT,Podravska,2012,144,-0.7
BENEDIKT,Podravska,2013,176,0.9
BENEDIKT,Podravska,2014,184,-0.4
BENEDIKT,Podravska,2015,210,3.8
BENEDIKT,Podravska,2016,261,5.4
BENEDIKT,Podravska,2017,261,6.1
BENEDIKT,Podravska,2018,267,12.4
BENEDIKT,Podravska,2019,245,11.3
BENEDIKT,Podravska,2020,159,4.2
BISTRICA OB SOTLI,Posavska,2012,179,-1.9
BISTRICA OB SOTLI,Posavska,2013,115,-2.8
BISTRICA OB SOTLI,Posavska,2014,140,0.6
BISTRICA OB SOTLI,Posavska,2015,174,3.8
BISTRICA OB SOTLI,Posavska,2016,125,6.8
BISTRICA OB SOTLI,Posavska,2017,176,5.7
BISTRICA OB SOTLI,Posavska,2018,132,6.8
BISTRICA OB SOTLI,Posavska,2019,112,2.3
BISTRICA OB SOTLI,Posavska,2020,121,-6.3
BLED,Gorenjska,2012,117,5.0
BLED,Gorenjska,2013,126,5.9
BLED,Gorenjska,2014,124,5.9
BLED,Gorenjska,2015,130,4.5
BLED,Gorenjska,2016,123,4.6
BLED,Gorenjska,2017,121,3.6
BLED,Gorenjska,2018,141,5.5
BLED,Gorenjska,2019,154,3.9
BLED,Gorenjska,2020,173,0.6
BLOKE,Primorsko-notranjska,2012,80,-2.2
BLOKE,Primorsko-notranjska,2013,117,4.0
BLOKE,Primorsko-notranjska,2014,109,3.0
BLOKE,Primorsko-notranjska,2015,81,0.5
BLOKE,Primorsko-notranjska,2016,109,4.4
BLOKE,Primorsko-notranjska,2017,139,0.9
BLOKE,Primorsko-notranjska,2018,83,-1.0
BLOKE,Primorsko-notranjska,2019,72,-4.4
BLOKE,Primorsko-notranjska,2020,85,-8.4
BOHINJ,Gorenjska,2012,155,7.0
BOHINJ,Gorenjska,2013,145,7.5
BOHINJ,Gorenjska,2014,134,6.1
BOHINJ,Gorenjska,2015,136,3.6
BOHINJ,Gorenjska,2016,154,8.3
BOHINJ,Gorenjska,2017,148,9.9
BOHINJ,Gorenjska,2018,127,9.2
BOHINJ,Gorenjska,2019,154,8.5
BOHINJ,Gorenjska,2020,158,5.5
BOROVNICA,Osrednjeslovenska,2012,131,7.8
BOROVNICA,Osrednjeslovenska,2013,137,9.4
BOROVNICA,Osrednjeslovenska,2014,151,7.5
BOROVNICA,Osrednjeslovenska,2015,151,7.3
BOROVNICA,Osrednjeslovenska,2016,158,6.7
BOROVNICA,Osrednjeslovenska,2017,154,9.5
BOROVNICA,Osrednjeslovenska,2018,157,10.6
BOROVNICA,Osrednjeslovenska,2019,162,9.1
BOROVNICA,Osrednjeslovenska,2020,169,3.6
BOVEC,Goriška,2012,185,16.9
BOVEC,Goriška,2013,208,12.7
BOVEC,Goriška,2014,205,19.9
BOVEC,Goriška,2015,281,15.4
BOVEC,Goriška,2016,247,13.4
BOVEC,Goriška,2017,228,16.9
BOVEC,Goriška,2018,218,16.8
BOVEC,Goriška,2019,207,14.5
BOVEC,Goriška,2020,196,7.9
BRASLOVČE,Savinjska,2012,124,16.7
BRASLOVČE,Savinjska,2013,117,14.5
BRASLOVČE,Savinjska,2014,129,16.5
BRASLOVČE,Savinjska,2015,126,17.3
BRASLOVČE,Savinjska,2016,148,15.7
BRASLOVČE,Savinjska,2017,166,13.0
BRASLOVČE,Savinjska,2018,128,14.9
BRASLOVČE,Savinjska,2019,120,14.1
BRASLOVČE,Savinjska,2020,99,14.2
BRDA,Goriška,2012,161,11.8
BRDA,Goriška,2013,158,9.3
BRDA,Goriška,2014,165,9.8
BRDA,Goriška,2015,168,9.6
BRDA,Goriška,2016,159,8.1
BRDA,Goriška,2017,144,6.7
BRDA,Goriška,2018,156,10.1
BRDA,Goriška,2019,175,6.9
BRDA,Goriška,2020,162,3.4
BREZOVICA,Osrednjeslovenska,2012,140,6.5
BREZOVICA,Osrednjeslovenska,2013,137,5.5
BREZOVICA,Osrednjeslovenska,2014,161,6.9
BREZOVICA,Osrednjeslovenska,2015,161,7.5
BREZOVICA,Osrednjeslovenska,2016,153,6.7
BREZOVICA,Osrednjeslovenska,2017,133,7.2
BREZOVICA,Osrednjeslovenska,2018,122,8.1
BREZOVICA,Osrednjeslovenska,2019,111,7.2
BREZOVICA,Osrednjeslovenska,2020,124,7.0
BREŽICE,Posavska,2012,129,6.1
BREŽICE,Posavska,2013,137,4.9
BREŽICE,Posavska,2014,133,3.9
BREŽICE,Posavska,2015,134,6.0
BREŽICE,Posavska,2016,143,5.7
BREŽICE,Posavska,2017,145,6.0
BREŽICE,Posavska,2018,151,8.4
BREŽICE,Posavska,2019,148,6.8
BREŽICE,Posavska,2020,140,4.7
CANKOVA,Pomurska,2012,124,13.0
CANKOVA,Pomurska,2013,124,10.8
CANKOVA,Pomurska,2014,145,5.4
CANKOVA,Pomurska,2015,134,6.1
CANKOVA,Pomurska,2016,204,11.3
CANKOVA,Pomurska,2017,148,8.5
CANKOVA,Pomurska,2018,171,10.7
CANKOVA,Pomurska,2019,141,5.9
CANKOVA,Pomurska,2020,160,1.9
CELJE,Savinjska,2012,142,3.7
CELJE,Savinjska,2013,137,3.5
CELJE,Savinjska,2014,143,1.6
CELJE,Savinjska,2015,137,2.3
CELJE,Savinjska,2016,131,2.0
CELJE,Savinjska,2017,130,1.7
CELJE,Savinjska,2018,132,2.7
CELJE,Savinjska,2019,133,0.2
CELJE,Savinjska,2020,127,-4.7
CERKLJE NA GORENJSKEM,Gorenjska,2012,137,7.9
CERKLJE NA GORENJSKEM,Gorenjska,2013,137,9.7
CERKLJE NA GORENJSKEM,Gorenjska,2014,136,9.6
CERKLJE NA GORENJSKEM,Gorenjska,2015,138,10.9
CERKLJE NA GORENJSKEM,Gorenjska,2016,137,13.3
CERKLJE NA GORENJSKEM,Gorenjska,2017,128,11.3
CERKLJE NA GORENJSKEM,Gorenjska,2018,149,11.6
CERKLJE NA GORENJSKEM,Gorenjska,2019,140,9.8
CERKLJE NA GORENJSKEM,Gorenjska,2020,146,6.4
CERKNICA,Primorsko-notranjska,2012,160,1.9
CERKNICA,Primorsko-notranjska,2013,146,3.2
CERKNICA,Primorsko-notranjska,2014,149,4.0
CERKNICA,Primorsko-notranjska,2015,138,5.8
CERKNICA,Primorsko-notranjska,2016,142,3.1
CERKNICA,Primorsko-notranjska,2017,131,3.5
CERKNICA,Primorsko-notranjska,2018,162,4.7
CERKNICA,Primorsko-notranjska,2019,161,5.0
CERKNICA,Primorsko-notranjska,2020,175,2.7
CERKNO,Goriška,2012,163,11.6
CERKNO,Goriška,2013,174,11.8
CERKNO,Goriška,2014,175,12.5
CERKNO,Goriška,2015,191,12.6
CERKNO,Goriška,2016,191,12.1
CERKNO,Goriška,2017,173,14.2
CERKNO,Goriška,2018,136,13.2
CERKNO,Goriška,2019,126,11.8
CERKNO,Goriška,2020,142,8.7
CERKVENJAK,Podravska,2012,188,8.4
CERKVENJAK,Podravska,2013,209,3.9
CERKVENJAK,Podravska,2014,229,2.5
CERKVENJAK,Podravska,2015,216,1.4
CERKVENJAK,Podravska,2016,200,3.9
CERKVENJAK,Podravska,2017,211,5.3
CERKVENJAK,Podravska,2018,150,7.3
CERKVENJAK,Podravska,2019,138,4.8
CERKVENJAK,Podravska,2020,110,4.2
CIRKULANE,Podravska,2012,132,11.6
CIRKULANE,Podravska,2013,130,10.5
CIRKULANE,Podravska,2014,113,11.5
CIRKULANE,Podravska,2015,112,10.7
CIRKULANE,Podravska,2016,112,11.7
CIRKULANE,Podravska,2017,119,13.1
CIRKULANE,Podravska,2018,162,14.7
CIRKULANE,Podravska,2019,167,14.2
CIRKULANE,Podravska,2020,126,10.8
ČRENŠOVCI,Pomurska,2012,156,4.1
ČRENŠOVCI,Pomurska,2013,208,5.2
ČRENŠOVCI,Pomurska,2014,184,3.6
ČRENŠOVCI,Pomurska,2015,181,3.3
ČRENŠOVCI,Pomurska,2016,186,7.1
ČRENŠOVCI,Pomurska,2017,218,8.8
ČRENŠOVCI,Pomurska,2018,211,9.7
ČRENŠOVCI,Pomurska,2019,183,8.1
ČRENŠOVCI,Pomurska,2020,203,4.1
ČRNA NA KOROŠKEM,Koroška,2012,135,5.8
ČRNA NA KOROŠKEM,Koroška,2013,157,8.2
ČRNA NA KOROŠKEM,Koroška,2014,142,7.6
ČRNA NA KOROŠKEM,Koroška,2015,134,13.5
ČRNA NA KOROŠKEM,Koroška,2016,131,13.1
ČRNA NA KOROŠKEM,Koroška,2017,117,15.5
ČRNA NA KOROŠKEM,Koroška,2018,141,13.1
ČRNA NA KOROŠKEM,Koroška,2019,124,11.9
ČRNA NA KOROŠKEM,Koroška,2020,96,6.2
ČRNOMELJ,Jugovzhodna Slovenija,2012,139,-3.1
ČRNOMELJ,Jugovzhodna Slovenija,2013,139,0.6
ČRNOMELJ,Jugovzhodna Slovenija,2014,146,2.0
ČRNOMELJ,Jugovzhodna Slovenija,2015,153,1.1
ČRNOMELJ,Jugovzhodna Slovenija,2016,137,1.8
ČRNOMELJ,Jugovzhodna Slovenija,2017,155,1.1
ČRNOMELJ,Jugovzhodna Slovenija,2018,144,2.8
ČRNOMELJ,Jugovzhodna Slovenija,2019,147,2.5
ČRNOMELJ,Jugovzhodna Slovenija,2020,154,-0.8
DESTRNIK,Podravska,2012,145,9.3
DESTRNIK,Podravska,2013,186,11.7
DESTRNIK,Podravska,2014,181,13.4
DESTRNIK,Podravska,2015,137,10.2
DESTRNIK,Podravska,2016,161,10.5
DESTRNIK,Podravska,2017,147,9.8
DESTRNIK,Podravska,2018,137,11.5
DESTRNIK,Podravska,2019,109,11.6
DESTRNIK,Podravska,2020,139,6.9
DIVAČA,Obalno-kraška,2012,192,4.0
DIVAČA,Obalno-kraška,2013,183,5.0
DIVAČA,Obalno-kraška,2014,184,9.2
DIVAČA,Obalno-kraška,2015,180,6.9
DIVAČA,Obalno-kraška,2016,165,9.8
DIVAČA,Obalno-kraška,2017,164,8.4
DIVAČA,Obalno-kraška,2018,173,12.3
DIVAČA,Obalno-kraška,2019,143,13.1
DIVAČA,Obalno-kraška,2020,143,8.1
DOBJE,Savinjska,2012,128,6.4
DOBJE,Savinjska,2013,156,-0.2
DOBJE,Savinjska,2014,139,0.1
DOBJE,Savinjska,2015,110,2.6
DOBJE,Savinjska,2016,144,6.8
DOBJE,Savinjska,2017,141,0.7
DOBJE,Savinjska,2018,183,2.5
DOBJE,Savinjska,2019,300,6.0
DOBJE,Savinjska,2020,264,0.2
DOBREPOLJE,Osrednjeslovenska,2012,130,4.4
DOBREPOLJE,Osrednjeslovenska,2013,136,5.8
DOBREPOLJE,Osrednjeslovenska,2014,154,6.2
DOBREPOLJE,Osrednjeslovenska,2015,135,4.7
DOBREPOLJE,Osrednjeslovenska,2016,133,6.9
DOBREPOLJE,Osrednjeslovenska,2017,172,5.4
DOBREPOLJE,Osrednjeslovenska,2018,184,9.5
DOBREPOLJE,Osrednjeslovenska,2019,180,7.4
DOBREPOLJE,Osrednjeslovenska,2020,172,1.2
DOBRNA,Savinjska,2012,126,12.4
DOBRNA,Savinjska,2013,104,11.5
DOBRNA,Savinjska,2014,104,12.1
DOBRNA,Savinjska,2015,127,10.4
DOBRNA,Savinjska,2016,115,7.7
DOBRNA,Savinjska,2017,123,8.9
DOBRNA,Savinjska,2018,127,12.2
DOBRNA,Savinjska,2019,124,11.4
DOBRNA,Savinjska,2020,124,8.0
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2012,202,2.9
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2013,181,4.1
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2014,183,3.3
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2015,153,6.8
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2016,144,6.4
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2017,140,5.2
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2018,134,7.8
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2019,122,5.3
DOBROVA - POLHOV GRADEC,Osrednjeslovenska,2020,115,0.0
DOBROVNIK,Pomurska,2012,79,-6.0
DOBROVNIK,Pomurska,2013,105,-14.2
DOBROVNIK,Pomurska,2014,132,-12.5
DOBROVNIK,Pomurska,2015,111,-6.0
DOBROVNIK,Pomurska,2016,88,-4.0
DOBROVNIK,Pomurska,2017,88,-0.8
DOBROVNIK,Pomurska,2018,107,-4.2
DOBROVNIK,Pomurska,2019,108,4.9
DOBROVNIK,Pomurska,2020,150,-2.8
DOL PRI LJUBLJANI,Osrednjeslovenska,2012,152,7.0
DOL PRI LJUBLJANI,Osrednjeslovenska,2013,152,5.6
DOL PRI LJUBLJANI,Osrednjeslovenska,2014,121,7.6
DOL PRI LJUBLJANI,Osrednjeslovenska,2015,119,7.4
DOL PRI LJUBLJANI,Osrednjeslovenska,2016,114,8.1
DOL PRI LJUBLJANI,Osrednjeslovenska,2017,108,5.8
DOL PRI LJUBLJANI,Osrednjeslovenska,2018,108,6.7
DOL PRI LJUBLJANI,Osrednjeslovenska,2019,134,7.7
DOL PRI LJUBLJANI,Osrednjeslovenska,2020,153,4.4
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2012,114,3.7
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2013,146,5.1
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2014,115,2.8
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2015,111,4.6
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2016,127,3.4
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2017,118,5.0
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2018,120,6.6
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2019,126,5.3
DOLENJSKE TOPLICE,Jugovzhodna Slovenija,2020,135,2.8
DOMŽALE,Osrednjeslovenska,2012,140,8.4
DOMŽALE,Osrednjeslovenska,2013,141,9.8
DOMŽALE,Osrednjeslovenska,2014,139,8.1
DOMŽALE,Osrednjeslovenska,2015,135,9.2
DOMŽALE,Osrednjeslovenska,2016,132,7.4
DOMŽALE,Osrednjeslovenska,2017,145,7.7
DOMŽALE,Osrednjeslovenska,2018,138,8.2
DOMŽALE,Osrednjeslovenska,2019,131,6.4
DOMŽALE,Osrednjeslovenska,2020,123,3.1
DORNAVA,Podravska,2012,158,8.8
DORNAVA,Podravska,2013,167,9.3
DORNAVA,Podravska,2014,128,12.1
DORNAVA,Podravska,2015,124,11.6
DORNAVA,Podravska,2016,133,14.3
DORNAVA,Podravska,2017,147,14.4
DORNAVA,Podravska,2018,162,15.3
DORNAVA,Podravska,2019,185,14.7
DORNAVA,Podravska,2020,200,6.4
DRAVOGRAD,Koroška,2012,109,1.1
DRAVOGRAD,Koroška,2013,126,1.9
DRAVOGRAD,Koroška,2014,133,4.1
DRAVOGRAD,Koroška,2015,143,4.5
DRAVOGRAD,Koroška,2016,150,6.1
DRAVOGRAD,Koroška,2017,156,8.3
DRAVOGRAD,Koroška,2018,132,8.6
DRAVOGRAD,Koroška,2019,131,6.9
DRAVOGRAD,Koroška,2020,129,3.2
DUPLEK,Podravska,2012,156,4.2
DUPLEK,Podravska,2013,156,5.6
DUPLEK,Podravska,2014,150,3.5
DUPLEK,Podravska,2015,160,6.2
DUPLEK,Podravska,2016,167,4.8
DUPLEK,Podravska,2017,179,7.2
DUPLEK,Podravska,2018,158,9.6
DUPLEK,Podravska,2019,147,9.5
DUPLEK,Podravska,2020,160,5.8
GORENJA VAS - POLJANE,Gorenjska,2012,161,8.9
GORENJA VAS - POLJANE,Gorenjska,2013,146,8.9
GORENJA VAS - POLJANE,Gorenjska,2014,159,10.0
GORENJA VAS - POLJANE,Gorenjska,2015,160,11.9
GORENJA VAS - POLJANE,Gorenjska,2016,168,13.3
GORENJA VAS - POLJANE,Gorenjska,2017,156,11.9
GORENJA VAS - POLJANE,Gorenjska,2018,173,12.7
GORENJA VAS - POLJANE,Gorenjska,2019,186,11.6
GORENJA VAS - POLJANE,Gorenjska,2020,185,8.9
GORIŠNICA,Podravska,2012,179,7.9
GORIŠNICA,Podravska,2013,186,9.4
GORIŠNICA,Podravska,2014,169,11.5
GORIŠNICA,Podravska,2015,123,11.6
GORIŠNICA,Podravska,2016,96,10.9
GORIŠNICA,Podravska,2017,89,15.2
GORIŠNICA,Podravska,2018,103,15.0
GORIŠNICA,Podravska,2019,124,13.4
GORIŠNICA,Podravska,2020,137,6.8
GORJE,Gorenjska,2012,148,10.2
GORJE,Gorenjska,2013,147,10.3
GORJE,Gorenjska,2014,130,7.4
GORJE,Gorenjska,2015,140,11.4
GORJE,Gorenjska,2016,140,9.3
GORJE,Gorenjska,2017,112,12.2
GORJE,Gorenjska,2018,113,10.3
GORJE,Gorenjska,2019,152,7.8
GORJE,Gorenjska,2020,153,5.7
GORNJA RADGONA,Pomurska,2012,136,0.8
GORNJA RADGONA,Pomurska,2013,149,5.6
GORNJA RADGONA,Pomurska,2014,139,4.9
GORNJA RADGONA,Pomurska,2015,154,6.0
GORNJA RADGONA,Pomurska,2016,158,6.6
GORNJA RADGONA,Pomurska,2017,140,8.5
GORNJA RADGONA,Pomurska,2018,129,11.5
GORNJA RADGONA,Pomurska,2019,144,8.3
GORNJA RADGONA,Pomurska,2020,129,1.8
GORNJI GRAD,Savinjska,2012,119,5.2
GORNJI GRAD,Savinjska,2013,138,8.2
GORNJI GRAD,Savinjska,2014,140,7.5
GORNJI GRAD,Savinjska,2015,197,5.5
GORNJI GRAD,Savinjska,2016,176,4.8
GORNJI GRAD,Savinjska,2017,197,7.7
GORNJI GRAD,Savinjska,2018,123,9.3
GORNJI GRAD,Savinjska,2019,145,10.2
GORNJI GRAD,Savinjska,2020,210,2.4
GORNJI PETROVCI,Pomurska,2012,209,13.3
GORNJI PETROVCI,Pomurska,2013,269,8.3
GORNJI PETROVCI,Pomurska,2014,273,12.0
GORNJI PETROVCI,Pomurska,2015,162,16.1
GORNJI PETROVCI,Pomurska,2016,143,15.1
GORNJI PETROVCI,Pomurska,2017,155,16.6
GORNJI PETROVCI,Pomurska,2018,139,18.7
GORNJI PETROVCI,Pomurska,2019,175,19.8
GORNJI PETROVCI,Pomurska,2020,159,10.3
GRAD,Pomurska,2012,229,4.9
GRAD,Pomurska,2013,200,12.2
GRAD,Pomurska,2014,224,5.1
GRAD,Pomurska,2015,205,3.6
GRAD,Pomurska,2016,229,14.6
GRAD,Pomurska,2017,241,14.1
GRAD,Pomurska,2018,228,14.3
GRAD,Pomurska,2019,218,11.2
GRAD,Pomurska,2020,243,10.4
GROSUPLJE,Osrednjeslovenska,2012,146,3.5
GROSUPLJE,Osrednjeslovenska,2013,147,4.5
GROSUPLJE,Osrednjeslovenska,2014,161,3.0
GROSUPLJE,Osrednjeslovenska,2015,155,2.8
GROSUPLJE,Osrednjeslovenska,2016,141,3.1
GROSUPLJE,Osrednjeslovenska,2017,132,1.2
GROSUPLJE,Osrednjeslovenska,2018,133,1.0
GROSUPLJE,Osrednjeslovenska,2019,126,-0.7
GROSUPLJE,Osrednjeslovenska,2020,126,-2.6
HAJDINA,Podravska,2012,121,16.3
HAJDINA,Podravska,2013,136,11.2
HAJDINA,Podravska,2014,112,12.4
HAJDINA,Podravska,2015,97,11.9
HAJDINA,Podravska,2016,97,14.2
HAJDINA,Podravska,2017,109,15.0
HAJDINA,Podravska,2018,117,15.3
HAJDINA,Podravska,2019,98,11.7
HAJDINA,Podravska,2020,103,5.9
HOČE - SLIVNICA,Podravska,2012,128,3.2
HOČE - SLIVNICA,Podravska,2013,133,2.8
HOČE - SLIVNICA,Podravska,2014,134,3.4
HOČE - SLIVNICA,Podravska,2015,138,3.6
HOČE - SLIVNICA,Podravska,2016,125,3.5
HOČE - SLIVNICA,Podravska,2017,128,3.8
HOČE - SLIVNICA,Podravska,2018,133,6.6
HOČE - SLIVNICA,Podravska,2019,141,5.4
HOČE - SLIVNICA,Podravska,2020,159,1.2
HODOŠ,Pomurska,2012,900,20.8
HODOŠ,Pomurska,2013,450,20.4
HODOŠ,Pomurska,2014,250,28.8
HODOŠ,Pomurska,2015,100,32.1
HODOŠ,Pomurska,2016,500,34.4
HODOŠ,Pomurska,2017,NA,23.4
HODOŠ,Pomurska,2018,NA,16.7
HODOŠ,Pomurska,2019,NA,17.0
HODOŠ,Pomurska,2020,100,13.6
HORJUL,Osrednjeslovenska,2012,125,7.6
HORJUL,Osrednjeslovenska,2013,154,8.2
HORJUL,Osrednjeslovenska,2014,158,11.1
HORJUL,Osrednjeslovenska,2015,172,8.4
HORJUL,Osrednjeslovenska,2016,242,10.1
HORJUL,Osrednjeslovenska,2017,175,8.2
HORJUL,Osrednjeslovenska,2018,192,11.0
HORJUL,Osrednjeslovenska,2019,156,7.9
HORJUL,Osrednjeslovenska,2020,176,4.9
HRASTNIK,Zasavska,2012,168,8.6
HRASTNIK,Zasavska,2013,151,6.0
HRASTNIK,Zasavska,2014,170,6.2
HRASTNIK,Zasavska,2015,149,8.3
HRASTNIK,Zasavska,2016,143,5.8
HRASTNIK,Zasavska,2017,147,8.5
HRASTNIK,Zasavska,2018,141,9.3
HRASTNIK,Zasavska,2019,113,9.4
HRASTNIK,Zasavska,2020,112,4.2
HRPELJE - KOZINA,Obalno-kraška,2012,130,5.3
HRPELJE - KOZINA,Obalno-kraška,2013,165,3.4
HRPELJE - KOZINA,Obalno-kraška,2014,149,5.0
HRPELJE - KOZINA,Obalno-kraška,2015,158,2.6
HRPELJE - KOZINA,Obalno-kraška,2016,123,6.0
HRPELJE - KOZINA,Obalno-kraška,2017,119,7.3
HRPELJE - KOZINA,Obalno-kraška,2018,144,9.0
HRPELJE - KOZINA,Obalno-kraška,2019,147,7.9
HRPELJE - KOZINA,Obalno-kraška,2020,183,4.7
IDRIJA,Goriška,2012,132,7.7
IDRIJA,Goriška,2013,132,7.9
IDRIJA,Goriška,2014,127,7.4
IDRIJA,Goriška,2015,120,8.0
IDRIJA,Goriška,2016,120,7.7
IDRIJA,Goriška,2017,120,9.4
IDRIJA,Goriška,2018,121,6.7
IDRIJA,Goriška,2019,137,5.1
IDRIJA,Goriška,2020,131,0.4
IG,Osrednjeslovenska,2012,150,0.7
IG,Osrednjeslovenska,2013,162,2.1
IG,Osrednjeslovenska,2014,145,1.3
IG,Osrednjeslovenska,2015,116,0.7
