obcina,regija,leto,stevilo.studentk,stopnja.razlike
STRAŽA,Jugovzhodna Slovenija,2017,133,-0.6
STRAŽA,Jugovzhodna Slovenija,2018,122,-2.3
STRAŽA,Jugovzhodna Slovenija,2019,128,-1.9
STRAŽA,Jugovzhodna Slovenija,2020,119,-5.2
SVETA ANA,Podravska,2012,200,1.6
SVETA ANA,Podravska,2013,177,1.3
SVETA ANA,Podravska,2014,186,0.2
SVETA ANA,Podravska,2015,144,5.5
SVETA ANA,Podravska,2016,152,4.7
SVETA ANA,Podravska,2017,140,6.7
SVETA ANA,Podravska,2018,165,7.1
SVETA ANA,Podravska,2019,141,4.7
SVETA ANA,Podravska,2020,165,1.7
SVETA TROJICA V SLOV. GORICAH,Podravska,2012,127,3.0
SVETA TROJICA V SLOV. GORICAH,Podravska,2013,128,8.9
SVETA TROJICA V SLOV. GORICAH,Podravska,2014,107,5.0
SVETA TROJICA V SLOV. GORICAH,Podravska,2015,90,3.4
SVETA TROJICA V SLOV. GORICAH,Podravska,2016,107,5.0
SVETA TROJICA V SLOV. GORICAH,Podravska,2017,107,1.0
SVETA TROJICA V SLOV. GORICAH,Podravska,2018,123,2.6
SVETA TROJICA V SLOV. GORICAH,Podravska,2019,143,0.2
SVETA TROJICA V SLOV. GORICAH,Podravska,2020,132,-1.3
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2012,97,-1.3
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2013,75,-0.5
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2014,109,7.7
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2015,105,7.0
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2016,181,1.6
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2017,144,-1.1
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2018,124,3.8
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2019,124,10.6
SVETI ANDRAŽ V SLOV. GORICAH,Podravska,2020,131,0.9
SVETI JURIJ OB ŠČAVNICI,Pomurska,2012,150,0.5
SVETI JURIJ OB ŠČAVNICI,Pomurska,2013,169,3.8
SVETI JURIJ OB ŠČAVNICI,Pomurska,2014,190,3.7
SVETI JURIJ OB ŠČAVNICI,Pomurska,2015,159,5.2
SVETI JURIJ OB ŠČAVNICI,Pomurska,2016,194,6.8
SVETI JURIJ OB ŠČAVNICI,Pomurska,2017,207,5.7
SVETI JURIJ OB ŠČAVNICI,Pomurska,2018,238,6.8
SVETI JURIJ OB ŠČAVNICI,Pomurska,2019,204,10.4
SVETI JURIJ OB ŠČAVNICI,Pomurska,2020,172,5.5
SVETI JURIJ V SLOV. GORICAH,Podravska,2012,130,0.2
SVETI JURIJ V SLOV. GORICAH,Podravska,2013,162,2.0
SVETI JURIJ V SLOV. GORICAH,Podravska,2014,129,2.3
SVETI JURIJ V SLOV. GORICAH,Podravska,2015,121,4.9
SVETI JURIJ V SLOV. GORICAH,Podravska,2016,119,7.2
SVETI JURIJ V SLOV. GORICAH,Podravska,2017,133,4.8
SVETI JURIJ V SLOV. GORICAH,Podravska,2018,148,9.0
SVETI JURIJ V SLOV. GORICAH,Podravska,2019,141,3.7
SVETI JURIJ V SLOV. GORICAH,Podravska,2020,206,-6.2
SVETI TOMAŽ,Podravska,2012,162,1.0
SVETI TOMAŽ,Podravska,2013,177,2.0
SVETI TOMAŽ,Podravska,2014,139,7.1
SVETI TOMAŽ,Podravska,2015,128,5.9
SVETI TOMAŽ,Podravska,2016,140,7.9
SVETI TOMAŽ,Podravska,2017,131,8.4
SVETI TOMAŽ,Podravska,2018,92,13.1
SVETI TOMAŽ,Podravska,2019,92,14.5
SVETI TOMAŽ,Podravska,2020,112,3.8
ŠALOVCI,Pomurska,2012,138,4.4
ŠALOVCI,Pomurska,2013,109,5.5
ŠALOVCI,Pomurska,2014,130,7.5
ŠALOVCI,Pomurska,2015,140,7.1
ŠALOVCI,Pomurska,2016,80,9.5
ŠALOVCI,Pomurska,2017,118,7.4
ŠALOVCI,Pomurska,2018,171,4.4
ŠALOVCI,Pomurska,2019,167,6.4
ŠALOVCI,Pomurska,2020,256,2.7
ŠEMPETER - VRTOJBA,Goriška,2012,123,8.2
ŠEMPETER - VRTOJBA,Goriška,2013,128,5.6
ŠEMPETER - VRTOJBA,Goriška,2014,114,4.2
ŠEMPETER - VRTOJBA,Goriška,2015,120,8.0
ŠEMPETER - VRTOJBA,Goriška,2016,123,5.5
ŠEMPETER - VRTOJBA,Goriška,2017,133,5.8
ŠEMPETER - VRTOJBA,Goriška,2018,132,6.9
ŠEMPETER - VRTOJBA,Goriška,2019,147,5.3
ŠEMPETER - VRTOJBA,Goriška,2020,162,0.3
ŠENČUR,Gorenjska,2012,152,12.3
ŠENČUR,Gorenjska,2013,145,13.3
ŠENČUR,Gorenjska,2014,149,11.9
ŠENČUR,Gorenjska,2015,146,16.1
ŠENČUR,Gorenjska,2016,161,13.8
ŠENČUR,Gorenjska,2017,147,12.4
ŠENČUR,Gorenjska,2018,136,13.8
ŠENČUR,Gorenjska,2019,122,9.2
ŠENČUR,Gorenjska,2020,125,5.2
ŠENTILJ,Podravska,2012,160,8.5
ŠENTILJ,Podravska,2013,146,8.6
ŠENTILJ,Podravska,2014,136,8.5
ŠENTILJ,Podravska,2015,141,9.0
ŠENTILJ,Podravska,2016,158,8.2
ŠENTILJ,Podravska,2017,165,8.8
ŠENTILJ,Podravska,2018,119,9.9
ŠENTILJ,Podravska,2019,137,9.5
ŠENTILJ,Podravska,2020,122,6.8
ŠENTJERNEJ,Jugovzhodna Slovenija,2012,153,3.5
ŠENTJERNEJ,Jugovzhodna Slovenija,2013,154,2.9
ŠENTJERNEJ,Jugovzhodna Slovenija,2014,135,4.9
ŠENTJERNEJ,Jugovzhodna Slovenija,2015,118,4.9
ŠENTJERNEJ,Jugovzhodna Slovenija,2016,120,7.1
ŠENTJERNEJ,Jugovzhodna Slovenija,2017,114,8.9
ŠENTJERNEJ,Jugovzhodna Slovenija,2018,145,8.6
ŠENTJERNEJ,Jugovzhodna Slovenija,2019,143,6.3
ŠENTJERNEJ,Jugovzhodna Slovenija,2020,148,2.1
ŠENTJUR,Savinjska,2012,139,4.6
ŠENTJUR,Savinjska,2013,139,3.3
ŠENTJUR,Savinjska,2014,148,4.4
ŠENTJUR,Savinjska,2015,157,4.2
ŠENTJUR,Savinjska,2016,140,5.0
ŠENTJUR,Savinjska,2017,154,7.2
ŠENTJUR,Savinjska,2018,150,7.4
ŠENTJUR,Savinjska,2019,135,6.7
ŠENTJUR,Savinjska,2020,140,3.0
ŠENTRUPERT,Jugovzhodna Slovenija,2012,144,-12.6
ŠENTRUPERT,Jugovzhodna Slovenija,2013,173,-5.3
ŠENTRUPERT,Jugovzhodna Slovenija,2014,158,-9.5
ŠENTRUPERT,Jugovzhodna Slovenija,2015,140,-3.7
ŠENTRUPERT,Jugovzhodna Slovenija,2016,144,-2.3
ŠENTRUPERT,Jugovzhodna Slovenija,2017,154,-2.9
ŠENTRUPERT,Jugovzhodna Slovenija,2018,144,-2.1
ŠENTRUPERT,Jugovzhodna Slovenija,2019,168,-0.6
ŠENTRUPERT,Jugovzhodna Slovenija,2020,131,-3.8
ŠKOCJAN,Jugovzhodna Slovenija,2012,145,6.5
ŠKOCJAN,Jugovzhodna Slovenija,2013,198,5.2
ŠKOCJAN,Jugovzhodna Slovenija,2014,182,6.2
ŠKOCJAN,Jugovzhodna Slovenija,2015,222,6.0
ŠKOCJAN,Jugovzhodna Slovenija,2016,218,3.3
ŠKOCJAN,Jugovzhodna Slovenija,2017,195,9.1
ŠKOCJAN,Jugovzhodna Slovenija,2018,184,6.9
ŠKOCJAN,Jugovzhodna Slovenija,2019,192,4.3
ŠKOCJAN,Jugovzhodna Slovenija,2020,184,2.5
ŠKOFJA LOKA,Gorenjska,2012,140,9.7
ŠKOFJA LOKA,Gorenjska,2013,139,10.7
ŠKOFJA LOKA,Gorenjska,2014,132,12.2
ŠKOFJA LOKA,Gorenjska,2015,122,12.5
ŠKOFJA LOKA,Gorenjska,2016,125,11.7
ŠKOFJA LOKA,Gorenjska,2017,141,11.0
ŠKOFJA LOKA,Gorenjska,2018,134,12.4
ŠKOFJA LOKA,Gorenjska,2019,135,10.6
ŠKOFJA LOKA,Gorenjska,2020,128,5.8
ŠKOFLJICA,Osrednjeslovenska,2012,142,6.7
ŠKOFLJICA,Osrednjeslovenska,2013,137,7.9
ŠKOFLJICA,Osrednjeslovenska,2014,133,7.8
ŠKOFLJICA,Osrednjeslovenska,2015,122,11.4
ŠKOFLJICA,Osrednjeslovenska,2016,137,7.4
ŠKOFLJICA,Osrednjeslovenska,2017,138,4.3
ŠKOFLJICA,Osrednjeslovenska,2018,128,4.3
ŠKOFLJICA,Osrednjeslovenska,2019,128,6.3
ŠKOFLJICA,Osrednjeslovenska,2020,143,2.8
ŠMARJE PRI JELŠAH,Savinjska,2012,162,4.0
ŠMARJE PRI JELŠAH,Savinjska,2013,165,4.2
ŠMARJE PRI JELŠAH,Savinjska,2014,140,5.6
ŠMARJE PRI JELŠAH,Savinjska,2015,152,5.4
ŠMARJE PRI JELŠAH,Savinjska,2016,154,5.2
ŠMARJE PRI JELŠAH,Savinjska,2017,167,7.5
ŠMARJE PRI JELŠAH,Savinjska,2018,164,8.3
ŠMARJE PRI JELŠAH,Savinjska,2019,182,6.6
ŠMARJE PRI JELŠAH,Savinjska,2020,183,3.7
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2012,146,4.6
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2013,164,4.3
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2014,141,4.0
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2015,126,1.8
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2016,125,2.2
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2017,135,3.1
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2018,114,4.6
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2019,143,1.9
ŠMARJEŠKE TOPLICE,Jugovzhodna Slovenija,2020,141,-0.4
ŠMARTNO OB PAKI,Savinjska,2012,149,17.6
ŠMARTNO OB PAKI,Savinjska,2013,153,17.8
ŠMARTNO OB PAKI,Savinjska,2014,126,16.3
ŠMARTNO OB PAKI,Savinjska,2015,145,15.7
ŠMARTNO OB PAKI,Savinjska,2016,150,14.5
ŠMARTNO OB PAKI,Savinjska,2017,135,17.2
ŠMARTNO OB PAKI,Savinjska,2018,113,20.1
ŠMARTNO OB PAKI,Savinjska,2019,134,17.0
ŠMARTNO OB PAKI,Savinjska,2020,139,13.2
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2012,147,5.5
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2013,158,7.1
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2014,139,9.0
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2015,129,10.0
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2016,145,9.5
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2017,146,10.4
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2018,152,11.3
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2019,125,8.5
ŠMARTNO PRI LITIJI,Osrednjeslovenska,2020,157,4.4
ŠOŠTANJ,Savinjska,2012,109,20.0
ŠOŠTANJ,Savinjska,2013,125,18.1
ŠOŠTANJ,Savinjska,2014,125,20.6
ŠOŠTANJ,Savinjska,2015,144,21.0
ŠOŠTANJ,Savinjska,2016,147,19.5
ŠOŠTANJ,Savinjska,2017,149,19.8
ŠOŠTANJ,Savinjska,2018,155,19.4
ŠOŠTANJ,Savinjska,2019,153,19.2
ŠOŠTANJ,Savinjska,2020,141,12.0
ŠTORE,Savinjska,2012,149,3.6
ŠTORE,Savinjska,2013,138,6.1
ŠTORE,Savinjska,2014,129,4.4
ŠTORE,Savinjska,2015,117,6.0
ŠTORE,Savinjska,2016,154,8.3
ŠTORE,Savinjska,2017,142,9.9
ŠTORE,Savinjska,2018,115,7.8
ŠTORE,Savinjska,2019,131,8.0
ŠTORE,Savinjska,2020,128,2.7
TABOR,Savinjska,2012,145,8.4
TABOR,Savinjska,2013,161,2.7
TABOR,Savinjska,2014,148,-0.8
TABOR,Savinjska,2015,185,3.0
TABOR,Savinjska,2016,227,4.1
TABOR,Savinjska,2017,180,2.2
TABOR,Savinjska,2018,200,8.1
TABOR,Savinjska,2019,191,8.3
TABOR,Savinjska,2020,182,4.7
TIŠINA,Pomurska,2012,163,2.0
TIŠINA,Pomurska,2013,185,3.7
TIŠINA,Pomurska,2014,179,3.2
TIŠINA,Pomurska,2015,149,0.9
TIŠINA,Pomurska,2016,191,8.9
TIŠINA,Pomurska,2017,190,6.5
TIŠINA,Pomurska,2018,175,11.2
TIŠINA,Pomurska,2019,149,9.5
TIŠINA,Pomurska,2020,120,7.1
TOLMIN,Goriška,2012,159,5.4
TOLMIN,Goriška,2013,156,7.0
TOLMIN,Goriška,2014,153,6.7
TOLMIN,Goriška,2015,150,7.5
TOLMIN,Goriška,2016,139,6.8
TOLMIN,Goriška,2017,146,6.6
TOLMIN,Goriška,2018,141,5.2
TOLMIN,Goriška,2019,143,6.0
TOLMIN,Goriška,2020,128,1.9
TRBOVLJE,Zasavska,2012,145,10.2
TRBOVLJE,Zasavska,2013,143,9.8
TRBOVLJE,Zasavska,2014,128,8.4
TRBOVLJE,Zasavska,2015,130,9.0
TRBOVLJE,Zasavska,2016,117,8.7
TRBOVLJE,Zasavska,2017,125,9.4
TRBOVLJE,Zasavska,2018,136,9.5
TRBOVLJE,Zasavska,2019,142,8.3
TRBOVLJE,Zasavska,2020,136,4.1
TREBNJE,Jugovzhodna Slovenija,2012,128,0.6
TREBNJE,Jugovzhodna Slovenija,2013,126,1.2
TREBNJE,Jugovzhodna Slovenija,2014,131,1.3
TREBNJE,Jugovzhodna Slovenija,2015,130,3.3
TREBNJE,Jugovzhodna Slovenija,2016,133,2.7
TREBNJE,Jugovzhodna Slovenija,2017,140,2.4
TREBNJE,Jugovzhodna Slovenija,2018,128,4.2
TREBNJE,Jugovzhodna Slovenija,2019,132,2.6
TREBNJE,Jugovzhodna Slovenija,2020,124,-1.2
TRNOVSKA VAS,Podravska,2012,91,4.6
TRNOVSKA VAS,Podravska,2013,132,7.5
TRNOVSKA VAS,Podravska,2014,161,7.3
TRNOVSKA VAS,Podravska,2015,136,9.4
TRNOVSKA VAS,Podravska,2016,182,11.2
TRNOVSKA VAS,Podravska,2017,200,14.6
TRNOVSKA VAS,Podravska,2018,141,11.7
TRNOVSKA VAS,Podravska,2019,129,10.4
TRNOVSKA VAS,Podravska,2020,122,4.5
TRZIN,Osrednjeslovenska,2012,130,8.5
TRZIN,Osrednjeslovenska,2013,126,4.9
TRZIN,Osrednjeslovenska,2014,119,5.3
TRZIN,Osrednjeslovenska,2015,127,8.2
TRZIN,Osrednjeslovenska,2016,138,8.3
TRZIN,Osrednjeslovenska,2017,122,6.9
TRZIN,Osrednjeslovenska,2018,137,6.8
TRZIN,Osrednjeslovenska,2019,114,3.0
TRZIN,Osrednjeslovenska,2020,136,-4.6
TRŽIČ,Gorenjska,2012,157,6.3
TRŽIČ,Gorenjska,2013,164,5.4
TRŽIČ,Gorenjska,2014,165,6.3
TRŽIČ,Gorenjska,2015,171,7.8
TRŽIČ,Gorenjska,2016,147,9.0
TRŽIČ,Gorenjska,2017,142,8.5
TRŽIČ,Gorenjska,2018,132,10.5
TRŽIČ,Gorenjska,2019,124,9.8
TRŽIČ,Gorenjska,2020,135,6.0
TURNIŠČE,Pomurska,2012,143,12.8
TURNIŠČE,Pomurska,2013,147,11.8
TURNIŠČE,Pomurska,2014,127,11.8
TURNIŠČE,Pomurska,2015,143,8.9
TURNIŠČE,Pomurska,2016,146,13.8
TURNIŠČE,Pomurska,2017,131,14.5
TURNIŠČE,Pomurska,2018,129,14.3
TURNIŠČE,Pomurska,2019,124,13.2
TURNIŠČE,Pomurska,2020,137,8.4
VELENJE,Savinjska,2012,133,17.3
VELENJE,Savinjska,2013,139,17.0
VELENJE,Savinjska,2014,130,18.8
VELENJE,Savinjska,2015,130,16.8
VELENJE,Savinjska,2016,122,15.2
VELENJE,Savinjska,2017,123,16.6
VELENJE,Savinjska,2018,127,17.2
VELENJE,Savinjska,2019,129,14.0
VELENJE,Savinjska,2020,126,9.7
VELIKA POLANA,Pomurska,2012,159,1.4
VELIKA POLANA,Pomurska,2013,158,1.6
VELIKA POLANA,Pomurska,2014,200,-0.8
VELIKA POLANA,Pomurska,2015,229,2.2
VELIKA POLANA,Pomurska,2016,200,10.3
VELIKA POLANA,Pomurska,2017,193,4.2
VELIKA POLANA,Pomurska,2018,136,7.2
VELIKA POLANA,Pomurska,2019,164,9.2
VELIKA POLANA,Pomurska,2020,147,1.9
VELIKE LAŠČE,Osrednjeslovenska,2012,121,6.0
VELIKE LAŠČE,Osrednjeslovenska,2013,133,4.2
VELIKE LAŠČE,Osrednjeslovenska,2014,132,4.8
VELIKE LAŠČE,Osrednjeslovenska,2015,127,2.4
VELIKE LAŠČE,Osrednjeslovenska,2016,149,2.8
VELIKE LAŠČE,Osrednjeslovenska,2017,154,4.5
VELIKE LAŠČE,Osrednjeslovenska,2018,170,6.0
VELIKE LAŠČE,Osrednjeslovenska,2019,163,2.2
VELIKE LAŠČE,Osrednjeslovenska,2020,170,-2.0
VERŽEJ,Pomurska,2012,137,6.3
VERŽEJ,Pomurska,2013,131,10.4
VERŽEJ,Pomurska,2014,152,12.9
VERŽEJ,Pomurska,2015,143,10.5
VERŽEJ,Pomurska,2016,164,15.4
VERŽEJ,Pomurska,2017,150,11.9
VERŽEJ,Pomurska,2018,210,10.6
VERŽEJ,Pomurska,2019,175,4.2
VERŽEJ,Pomurska,2020,194,-0.4
VIDEM,Podravska,2012,165,9.7
VIDEM,Podravska,2013,159,8.2
VIDEM,Podravska,2014,133,9.5
VIDEM,Podravska,2015,141,8.8
VIDEM,Podravska,2016,124,12.5
VIDEM,Podravska,2017,126,14.2
VIDEM,Podravska,2018,119,15.3
VIDEM,Podravska,2019,100,15.3
VIDEM,Podravska,2020,134,8.3
VIPAVA,Goriška,2012,128,3.1
VIPAVA,Goriška,2013,119,2.6
VIPAVA,Goriška,2014,117,6.3
VIPAVA,Goriška,2015,133,7.3
VIPAVA,Goriška,2016,142,5.7
VIPAVA,Goriška,2017,149,5.0
VIPAVA,Goriška,2018,153,5.3
VIPAVA,Goriška,2019,141,4.9
VIPAVA,Goriška,2020,120,3.7
VITANJE,Savinjska,2012,197,9.0
VITANJE,Savinjska,2013,162,8.6
VITANJE,Savinjska,2014,136,9.1
VITANJE,Savinjska,2015,142,8.2
VITANJE,Savinjska,2016,105,5.7
VITANJE,Savinjska,2017,98,9.1
VITANJE,Savinjska,2018,150,12.1
VITANJE,Savinjska,2019,162,12.3
VITANJE,Savinjska,2020,181,7.1
VODICE,Osrednjeslovenska,2012,160,5.9
VODICE,Osrednjeslovenska,2013,146,6.3
VODICE,Osrednjeslovenska,2014,141,7.0
VODICE,Osrednjeslovenska,2015,112,6.8
VODICE,Osrednjeslovenska,2016,101,6.4
VODICE,Osrednjeslovenska,2017,97,5.9
VODICE,Osrednjeslovenska,2018,105,7.3
VODICE,Osrednjeslovenska,2019,116,5.2
VODICE,Osrednjeslovenska,2020,127,4.3
VOJNIK,Savinjska,2012,140,8.8
VOJNIK,Savinjska,2013,151,6.7
VOJNIK,Savinjska,2014,149,9.3
VOJNIK,Savinjska,2015,143,10.2
VOJNIK,Savinjska,2016,137,8.3
VOJNIK,Savinjska,2017,124,10.1
VOJNIK,Savinjska,2018,171,10.6
VOJNIK,Savinjska,2019,173,10.7
VOJNIK,Savinjska,2020,156,6.4
VRANSKO,Savinjska,2012,178,10.0
VRANSKO,Savinjska,2013,193,12.4
VRANSKO,Savinjska,2014,203,9.6
VRANSKO,Savinjska,2015,164,9.5
VRANSKO,Savinjska,2016,152,5.9
VRANSKO,Savinjska,2017,125,9.0
VRANSKO,Savinjska,2018,145,11.0
VRANSKO,Savinjska,2019,126,11.0
VRANSKO,Savinjska,2020,157,2.2
VRHNIKA,Osrednjeslovenska,2012,139,1.1
VRHNIKA,Osrednjeslovenska,2013,132,1.0
VRHNIKA,Osrednjeslovenska,2014,150,1.1
VRHNIKA,Osrednjeslovenska,2015,147,3.2
VRHNIKA,Osrednjeslovenska,2016,152,3.8
VRHNIKA,Osrednjeslovenska,2017,143,3.3
VRHNIKA,Osrednjeslovenska,2018,156,5.4
VRHNIKA,Osrednjeslovenska,2019,143,3.9
VRHNIKA,Osrednjeslovenska,2020,133,1.6
VUZENICA,Koroška,2012,154,6.1
VUZENICA,Koroška,2013,167,8.8
VUZENICA,Koroška,2014,189,12.4
VUZENICA,Koroška,2015,176,10.6
VUZENICA,Koroška,2016,142,7.3
VUZENICA,Koroška,2017,154,10.3
VUZENICA,Koroška,2018,117,14.2
VUZENICA,Koroška,2019,141,12.5
VUZENICA,Koroška,2020,142,6.5
ZAGORJE OB SAVI,Zasavska,2012,131,3.7
ZAGORJE OB SAVI,Zasavska,2013,141,4.3
ZAGORJE OB SAVI,Zasavska,2014,137,5.4
ZAGORJE OB SAVI,Zasavska,2015,146,5.3
ZAGORJE OB SAVI,Zasavska,2016,141,4.9
ZAGORJE OB SAVI,Zasavska,2017,144,7.6
ZAGORJE OB SAVI,Zasavska,2018,157,7.4
ZAGORJE OB SAVI,Zasavska,2019,150,5.6
ZAGORJE OB SAVI,Zasavska,2020,145,1.7
ZAVRČ,Podravska,2012,136,7.6
ZAVRČ,Podravska,2013,162,1.4
ZAVRČ,Podravska,2014,188,4.6
ZAVRČ,Podravska,2015,163,6.2
ZAVRČ,Podravska,2016,206,9.8
ZAVRČ,Podravska,2017,233,11.1
ZAVRČ,Podravska,2018,188,12.0
ZAVRČ,Podravska,2019,179,15.8
ZAVRČ,Podravska,2020,200,7.8
ZREČE,Savinjska,2012,118,5.9
ZREČE,Savinjska,2013,115,6.2
ZREČE,Savinjska,2014,113,7.1
ZREČE,Savinjska,2015,112,7.9
ZREČE,Savinjska,2016,129,5.0
ZREČE,Savinjska,2017,138,7.2
ZREČE,Savinjska,2018,147,8.1
ZREČE,Savinjska,2019,142,8.4
ZREČE,Savinjska,2020,153,3.5
ŽALEC,Savinjska,2012,139,8.1
ŽALEC,Savinjska,2013,141,8.6
ŽALEC,Savinjska,2014,146,9.5
ŽALEC,Savinjska,2015,151,9.5
ŽALEC,Savinjska,2016,147,8.5
ŽALEC,Savinjska,2017,141,8.2
ŽALEC,Savinjska,2018,134,9.6
ŽALEC,Savinjska,2019,126,8.0
ŽALEC,Savinjska,2020,128,2.4
ŽELEZNIKI,Gorenjska,2012,154,8.8
ŽELEZNIKI,Gorenjska,2013,141,8.3
ŽELEZNIKI,Gorenjska,2014,151,9.9
ŽELEZNIKI,Gorenjska,2015,126,11.2
ŽELEZNIKI,Gorenjska,2016,135,10.7
ŽELEZNIKI,Gorenjska,2017,121,12.6
ŽELEZNIKI,Gorenjska,2018,131,12.2
ŽELEZNIKI,Gorenjska,2019,146,11.0
ŽELEZNIKI,Gorenjska,2020,136,7.4
ŽETALE,Podravska,2012,124,7.4
ŽETALE,Podravska,2013,144,9.6
ŽETALE,Podravska,2014,147,10.1
ŽETALE,Podravska,2015,150,11.1
ŽETALE,Podravska,2016,192,10.9
ŽETALE,Podravska,2017,208,13.3
ŽETALE,Podravska,2018,233,16.1
ŽETALE,Podravska,2019,100,10.4
ŽETALE,Podravska,2020,129,4.1
ŽIRI,Gorenjska,2012,121,8.4
ŽIRI,Gorenjska,2013,143,9.0
ŽIRI,Gorenjska,2014,144,9.4
ŽIRI,Gorenjska,2015,156,9.8
ŽIRI,Gorenjska,2016,199,9.3
ŽIRI,Gorenjska,2017,173,6.9
ŽIRI,Gorenjska,2018,172,7.0
ŽIRI,Gorenjska,2019,203,4.6
ŽIRI,Gorenjska,2020,176,1.3
ŽIROVNICA,Gorenjska,2012,125,1.9
ŽIROVNICA,Gorenjska,2013,122,1.7
ŽIROVNICA,Gorenjska,2014,135,2.9
ŽIROVNICA,Gorenjska,2015,107,3.1
ŽIROVNICA,Gorenjska,2016,100,5.0
ŽIROVNICA,Gorenjska,2017,127,6.8
ŽIROVNICA,Gorenjska,2018,114,4.9
ŽIROVNICA,Gorenjska,2019,123,6.2
ŽIROVNICA,Gorenjska,2020,135,3.1
ŽUŽEMBERK,Jugovzhodna Slovenija,2012,144,5.5
ŽUŽEMBERK,Jugovzhodna Slovenija,2013,148,5.2
ŽUŽEMBERK,Jugovzhodna Slovenija,2014,145,5.5
ŽUŽEMBERK,Jugovzhodna Slovenija,2015,129,8.0
ŽUŽEMBERK,Jugovzhodna Slovenija,2016,142,7.2
ŽUŽEMBERK,Jugovzhodna Slovenija,2017,152,6.8
ŽUŽEMBERK,Jugovzhodna Slovenija,2018,181,7.7
ŽUŽEMBERK,Jugovzhodna Slovenija,2019,183,7.8
ŽUŽEMBERK,Jugovzhodna Slovenija,2020,194,3.9
